@RELATION lol_synergy

@ATTRIBUTE champion1 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE champion2 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE victory {WIN,LOSS}

@DATA
Olaf,Thresh,LOSS
Katarina,Tryndamere,LOSS
Katarina,Olaf,LOSS
Katarina,Ezreal,LOSS
Katarina,Thresh,LOSS
Ezreal,Tryndamere,LOSS
Ezreal,Olaf,LOSS
Ezreal,Katarina,LOSS
Ezreal,Thresh,LOSS
Thresh,Tryndamere,LOSS
Thresh,Olaf,LOSS
Thresh,Katarina,LOSS
Thresh,Ezreal,LOSS
Darius,Pantheon,WIN
Darius,Orianna,WIN
Darius,Tristana,WIN
Darius,Alistar,WIN
Pantheon,Darius,WIN
Pantheon,Orianna,WIN
Pantheon,Tristana,WIN
Pantheon,Alistar,WIN
Orianna,Darius,WIN
Orianna,Pantheon,WIN
Orianna,Tristana,WIN
Orianna,Alistar,WIN
Tristana,Darius,WIN
Tristana,Pantheon,WIN
Tristana,Orianna,WIN
Tristana,Alistar,WIN
Alistar,Darius,WIN
Alistar,Pantheon,WIN
Alistar,Orianna,WIN
Alistar,Tristana,WIN
JarvanIV,Evelynn,LOSS
JarvanIV,Anivia,LOSS
JarvanIV,Kalista,LOSS
JarvanIV,Thresh,LOSS
Evelynn,JarvanIV,LOSS
Evelynn,Anivia,LOSS
Evelynn,Kalista,LOSS
Evelynn,Thresh,LOSS
Anivia,JarvanIV,LOSS
Anivia,Evelynn,LOSS
Anivia,Kalista,LOSS
Anivia,Thresh,LOSS
Kalista,JarvanIV,LOSS
Kalista,Evelynn,LOSS
Kalista,Anivia,LOSS
Kalista,Thresh,LOSS
Thresh,JarvanIV,LOSS
Thresh,Evelynn,LOSS
Thresh,Anivia,LOSS
Thresh,Kalista,LOSS
Sion,Volibear,WIN
Sion,Malzahar,WIN
Sion,Draven,WIN
Sion,Velkoz,WIN
Volibear,Sion,WIN
Volibear,Malzahar,WIN
Volibear,Draven,WIN
Volibear,Velkoz,WIN
Malzahar,Sion,WIN
Malzahar,Volibear,WIN
Malzahar,Draven,WIN
Malzahar,Velkoz,WIN
Draven,Sion,WIN
Draven,Volibear,WIN
Draven,Malzahar,WIN
Draven,Velkoz,WIN
Velkoz,Sion,WIN
Velkoz,Volibear,WIN
Velkoz,Malzahar,WIN
Velkoz,Draven,WIN
LeeSin,MasterYi,LOSS
LeeSin,Katarina,LOSS
LeeSin,Vayne,LOSS
LeeSin,Braum,LOSS
MasterYi,LeeSin,LOSS
MasterYi,Katarina,LOSS
MasterYi,Vayne,LOSS
MasterYi,Braum,LOSS
Katarina,LeeSin,LOSS
Katarina,MasterYi,LOSS
Katarina,Vayne,LOSS
Katarina,Braum,LOSS
Vayne,LeeSin,LOSS
Vayne,MasterYi,LOSS
Vayne,Katarina,LOSS
Vayne,Braum,LOSS
Braum,LeeSin,LOSS
Braum,MasterYi,LOSS
Braum,Katarina,LOSS
Braum,Vayne,LOSS
Viktor,Amumu,WIN
Viktor,Leblanc,WIN
Viktor,Kalista,WIN
Viktor,Bard,WIN
Amumu,Viktor,WIN
Amumu,Leblanc,WIN
Amumu,Kalista,WIN
Amumu,Bard,WIN
Leblanc,Viktor,WIN
Leblanc,Amumu,WIN
Leblanc,Kalista,WIN
Leblanc,Bard,WIN
Kalista,Viktor,WIN
Kalista,Amumu,WIN
Kalista,Leblanc,WIN
Kalista,Bard,WIN
Bard,Viktor,WIN
Bard,Amumu,WIN
Bard,Leblanc,WIN
Bard,Kalista,WIN
Malphite,Diana,LOSS
Malphite,Lux,LOSS
Malphite,Sivir,LOSS
Malphite,Leona,LOSS
Diana,Malphite,LOSS
Diana,Lux,LOSS
Diana,Sivir,LOSS
Diana,Leona,LOSS
Lux,Malphite,LOSS
Lux,Diana,LOSS
Lux,Sivir,LOSS
Lux,Leona,LOSS
Sivir,Malphite,LOSS
Sivir,Diana,LOSS
Sivir,Lux,LOSS
Sivir,Leona,LOSS
Leona,Malphite,LOSS
Leona,Diana,LOSS
Leona,Lux,LOSS
Leona,Sivir,LOSS
JarvanIV,Sion,WIN
JarvanIV,Velkoz,WIN
JarvanIV,Kalista,WIN
JarvanIV,Leona,WIN
Sion,JarvanIV,WIN
Sion,Velkoz,WIN
Sion,Kalista,WIN
Sion,Leona,WIN
Velkoz,JarvanIV,WIN
Velkoz,Sion,WIN
Velkoz,Kalista,WIN
Velkoz,Leona,WIN
Kalista,JarvanIV,WIN
Kalista,Sion,WIN
Kalista,Velkoz,WIN
Kalista,Leona,WIN
Leona,JarvanIV,WIN
Leona,Sion,WIN
Leona,Velkoz,WIN
Leona,Kalista,WIN
Malphite,FiddleSticks,LOSS
Malphite,Katarina,LOSS
Malphite,Caitlyn,LOSS
Malphite,Braum,LOSS
FiddleSticks,Malphite,LOSS
FiddleSticks,Katarina,LOSS
FiddleSticks,Caitlyn,LOSS
FiddleSticks,Braum,LOSS
Katarina,Malphite,LOSS
Katarina,FiddleSticks,LOSS
Katarina,Caitlyn,LOSS
Katarina,Braum,LOSS
Caitlyn,Malphite,LOSS
Caitlyn,FiddleSticks,LOSS
Caitlyn,Katarina,LOSS
Caitlyn,Braum,LOSS
Braum,Malphite,LOSS
Braum,FiddleSticks,LOSS
Braum,Katarina,LOSS
Braum,Caitlyn,LOSS
Riven,Shyvana,WIN
Riven,Yasuo,WIN
Riven,Caitlyn,WIN
Riven,Malphite,WIN
Shyvana,Riven,WIN
Shyvana,Yasuo,WIN
Shyvana,Caitlyn,WIN
Shyvana,Malphite,WIN
Yasuo,Riven,WIN
Yasuo,Shyvana,WIN
Yasuo,Caitlyn,WIN
Yasuo,Malphite,WIN
Caitlyn,Riven,WIN
Caitlyn,Shyvana,WIN
Caitlyn,Yasuo,WIN
Caitlyn,Malphite,WIN
Malphite,Riven,WIN
Malphite,Shyvana,WIN
Malphite,Yasuo,WIN
Malphite,Caitlyn,WIN
Ekko,Shaco,LOSS
Ekko,Diana,LOSS
Ekko,Graves,LOSS
Ekko,Thresh,LOSS
Shaco,Ekko,LOSS
Shaco,Diana,LOSS
Shaco,Graves,LOSS
Shaco,Thresh,LOSS
Diana,Ekko,LOSS
Diana,Shaco,LOSS
Diana,Graves,LOSS
Diana,Thresh,LOSS
Graves,Ekko,LOSS
Graves,Shaco,LOSS
Graves,Diana,LOSS
Graves,Thresh,LOSS
Thresh,Ekko,LOSS
Thresh,Shaco,LOSS
Thresh,Diana,LOSS
Thresh,Graves,LOSS
Irelia,Kayle,WIN
Irelia,Chogath,WIN
Irelia,Caitlyn,WIN
Irelia,Alistar,WIN
Kayle,Irelia,WIN
Kayle,Chogath,WIN
Kayle,Caitlyn,WIN
Kayle,Alistar,WIN
Chogath,Irelia,WIN
Chogath,Kayle,WIN
Chogath,Caitlyn,WIN
Chogath,Alistar,WIN
Caitlyn,Irelia,WIN
Caitlyn,Kayle,WIN
Caitlyn,Chogath,WIN
Caitlyn,Alistar,WIN
Alistar,Irelia,WIN
Alistar,Kayle,WIN
Alistar,Chogath,WIN
Alistar,Caitlyn,WIN
Velkoz,Amumu,LOSS
Velkoz,Viktor,LOSS
Velkoz,Vayne,LOSS
Velkoz,Janna,LOSS
Amumu,Velkoz,LOSS
Amumu,Viktor,LOSS
Amumu,Vayne,LOSS
Amumu,Janna,LOSS
Viktor,Velkoz,LOSS
Viktor,Amumu,LOSS
Viktor,Vayne,LOSS
Viktor,Janna,LOSS
Vayne,Velkoz,LOSS
Vayne,Amumu,LOSS
Vayne,Viktor,LOSS
Vayne,Janna,LOSS
Janna,Velkoz,LOSS
Janna,Amumu,LOSS
Janna,Viktor,LOSS
Janna,Vayne,LOSS
Sion,Amumu,WIN
Sion,Lux,WIN
Sion,Kalista,WIN
Sion,Thresh,WIN
Amumu,Sion,WIN
Amumu,Lux,WIN
Amumu,Kalista,WIN
Amumu,Thresh,WIN
Lux,Sion,WIN
Lux,Amumu,WIN
Lux,Kalista,WIN
Lux,Thresh,WIN
Kalista,Sion,WIN
Kalista,Amumu,WIN
Kalista,Lux,WIN
Kalista,Thresh,WIN
Thresh,Sion,WIN
Thresh,Amumu,WIN
Thresh,Lux,WIN
Thresh,Kalista,WIN
Gnar,Evelynn,LOSS
Gnar,Karma,LOSS
Gnar,Sivir,LOSS
Gnar,Annie,LOSS
Evelynn,Gnar,LOSS
Evelynn,Karma,LOSS
Evelynn,Sivir,LOSS
Evelynn,Annie,LOSS
Karma,Gnar,LOSS
Karma,Evelynn,LOSS
Karma,Sivir,LOSS
Karma,Annie,LOSS
Sivir,Gnar,LOSS
Sivir,Evelynn,LOSS
Sivir,Karma,LOSS
Sivir,Annie,LOSS
Annie,Gnar,LOSS
Annie,Evelynn,LOSS
Annie,Karma,LOSS
Annie,Sivir,LOSS
Yasuo,FiddleSticks,WIN
Yasuo,Diana,WIN
Yasuo,Caitlyn,WIN
Yasuo,Leona,WIN
FiddleSticks,Yasuo,WIN
FiddleSticks,Diana,WIN
FiddleSticks,Caitlyn,WIN
FiddleSticks,Leona,WIN
Diana,Yasuo,WIN
Diana,FiddleSticks,WIN
Diana,Caitlyn,WIN
Diana,Leona,WIN
Caitlyn,Yasuo,WIN
Caitlyn,FiddleSticks,WIN
Caitlyn,Diana,WIN
Caitlyn,Leona,WIN
Leona,Yasuo,WIN
Leona,FiddleSticks,WIN
Leona,Diana,WIN
Leona,Caitlyn,WIN
Renekton,RekSai,LOSS
Renekton,Viktor,LOSS
Renekton,Ashe,LOSS
Renekton,Nautilus,LOSS
RekSai,Renekton,LOSS
RekSai,Viktor,LOSS
RekSai,Ashe,LOSS
RekSai,Nautilus,LOSS
Viktor,Renekton,LOSS
Viktor,RekSai,LOSS
Viktor,Ashe,LOSS
Viktor,Nautilus,LOSS
Ashe,Renekton,LOSS
Ashe,RekSai,LOSS
Ashe,Viktor,LOSS
Ashe,Nautilus,LOSS
Nautilus,Renekton,LOSS
Nautilus,RekSai,LOSS
Nautilus,Viktor,LOSS
Nautilus,Ashe,LOSS
Jax,Evelynn,WIN
Jax,Ziggs,WIN
Jax,Caitlyn,WIN
Jax,Annie,WIN
Evelynn,Jax,WIN
Evelynn,Ziggs,WIN
Evelynn,Caitlyn,WIN
Evelynn,Annie,WIN
Ziggs,Jax,WIN
Ziggs,Evelynn,WIN
Ziggs,Caitlyn,WIN
Ziggs,Annie,WIN
Caitlyn,Jax,WIN
Caitlyn,Evelynn,WIN
Caitlyn,Ziggs,WIN
Caitlyn,Annie,WIN
Annie,Jax,WIN
Annie,Evelynn,WIN
Annie,Ziggs,WIN
Annie,Caitlyn,WIN
Rumble,Shyvana,LOSS
Rumble,Leblanc,LOSS
Rumble,Vayne,LOSS
Rumble,Thresh,LOSS
Shyvana,Rumble,LOSS
Shyvana,Leblanc,LOSS
Shyvana,Vayne,LOSS
Shyvana,Thresh,LOSS
Leblanc,Rumble,LOSS
Leblanc,Shyvana,LOSS
Leblanc,Vayne,LOSS
Leblanc,Thresh,LOSS
Vayne,Rumble,LOSS
Vayne,Shyvana,LOSS
Vayne,Leblanc,LOSS
Vayne,Thresh,LOSS
Thresh,Rumble,LOSS
Thresh,Shyvana,LOSS
Thresh,Leblanc,LOSS
Thresh,Vayne,LOSS
Aatrox,Volibear,WIN
Aatrox,Viktor,WIN
Aatrox,Caitlyn,WIN
Aatrox,Thresh,WIN
Volibear,Aatrox,WIN
Volibear,Viktor,WIN
Volibear,Caitlyn,WIN
Volibear,Thresh,WIN
Viktor,Aatrox,WIN
Viktor,Volibear,WIN
Viktor,Caitlyn,WIN
Viktor,Thresh,WIN
Caitlyn,Aatrox,WIN
Caitlyn,Volibear,WIN
Caitlyn,Viktor,WIN
Caitlyn,Thresh,WIN
Thresh,Aatrox,WIN
Thresh,Volibear,WIN
Thresh,Viktor,WIN
Thresh,Caitlyn,WIN
Gnar,RekSai,LOSS
Gnar,Diana,LOSS
Gnar,Vayne,LOSS
Gnar,Annie,LOSS
RekSai,Gnar,LOSS
RekSai,Diana,LOSS
RekSai,Vayne,LOSS
RekSai,Annie,LOSS
Diana,Gnar,LOSS
Diana,RekSai,LOSS
Diana,Vayne,LOSS
Diana,Annie,LOSS
Vayne,Gnar,LOSS
Vayne,RekSai,LOSS
Vayne,Diana,LOSS
Vayne,Annie,LOSS
Annie,Gnar,LOSS
Annie,RekSai,LOSS
Annie,Diana,LOSS
Annie,Vayne,LOSS
Singed,Volibear,WIN
Singed,Viktor,WIN
Singed,Graves,WIN
Singed,Blitzcrank,WIN
Volibear,Singed,WIN
Volibear,Viktor,WIN
Volibear,Graves,WIN
Volibear,Blitzcrank,WIN
Viktor,Singed,WIN
Viktor,Volibear,WIN
Viktor,Graves,WIN
Viktor,Blitzcrank,WIN
Graves,Singed,WIN
Graves,Volibear,WIN
Graves,Viktor,WIN
Graves,Blitzcrank,WIN
Blitzcrank,Singed,WIN
Blitzcrank,Volibear,WIN
Blitzcrank,Viktor,WIN
Blitzcrank,Graves,WIN
Irelia,RekSai,LOSS
Irelia,Lux,LOSS
Irelia,Ashe,LOSS
Irelia,Leona,LOSS
RekSai,Irelia,LOSS
RekSai,Lux,LOSS
RekSai,Ashe,LOSS
RekSai,Leona,LOSS
Lux,Irelia,LOSS
Lux,RekSai,LOSS
Lux,Ashe,LOSS
Lux,Leona,LOSS
Ashe,Irelia,LOSS
Ashe,RekSai,LOSS
Ashe,Lux,LOSS
Ashe,Leona,LOSS
Leona,Irelia,LOSS
Leona,RekSai,LOSS
Leona,Lux,LOSS
Leona,Ashe,LOSS
Shyvana,Khazix,WIN
Shyvana,Viktor,WIN
Shyvana,Vayne,WIN
Shyvana,Thresh,WIN
Khazix,Shyvana,WIN
Khazix,Viktor,WIN
Khazix,Vayne,WIN
Khazix,Thresh,WIN
Viktor,Shyvana,WIN
Viktor,Khazix,WIN
Viktor,Vayne,WIN
Viktor,Thresh,WIN
Vayne,Shyvana,WIN
Vayne,Khazix,WIN
Vayne,Viktor,WIN
Vayne,Thresh,WIN
Thresh,Shyvana,WIN
Thresh,Khazix,WIN
Thresh,Viktor,WIN
Thresh,Vayne,WIN
Ekko,MasterYi,LOSS
Ekko,Ezreal,LOSS
Ekko,Jinx,LOSS
Ekko,Morgana,LOSS
MasterYi,Ekko,LOSS
MasterYi,Ezreal,LOSS
MasterYi,Jinx,LOSS
MasterYi,Morgana,LOSS
Ezreal,Ekko,LOSS
Ezreal,MasterYi,LOSS
Ezreal,Jinx,LOSS
Ezreal,Morgana,LOSS
Jinx,Ekko,LOSS
Jinx,MasterYi,LOSS
Jinx,Ezreal,LOSS
Jinx,Morgana,LOSS
Morgana,Ekko,LOSS
Morgana,MasterYi,LOSS
Morgana,Ezreal,LOSS
Morgana,Jinx,LOSS
Ryze,Amumu,WIN
Ryze,Viktor,WIN
Ryze,Jinx,WIN
Ryze,Thresh,WIN
Amumu,Ryze,WIN
Amumu,Viktor,WIN
Amumu,Jinx,WIN
Amumu,Thresh,WIN
Viktor,Ryze,WIN
Viktor,Amumu,WIN
Viktor,Jinx,WIN
Viktor,Thresh,WIN
Jinx,Ryze,WIN
Jinx,Amumu,WIN
Jinx,Viktor,WIN
Jinx,Thresh,WIN
Thresh,Ryze,WIN
Thresh,Amumu,WIN
Thresh,Viktor,WIN
Thresh,Jinx,WIN
Volibear,Nunu,LOSS
Volibear,Fizz,LOSS
Volibear,Lucian,LOSS
Volibear,Blitzcrank,LOSS
Nunu,Volibear,LOSS
Nunu,Fizz,LOSS
Nunu,Lucian,LOSS
Nunu,Blitzcrank,LOSS
Fizz,Volibear,LOSS
Fizz,Nunu,LOSS
Fizz,Lucian,LOSS
Fizz,Blitzcrank,LOSS
Lucian,Volibear,LOSS
Lucian,Nunu,LOSS
Lucian,Fizz,LOSS
Lucian,Blitzcrank,LOSS
Blitzcrank,Volibear,LOSS
Blitzcrank,Nunu,LOSS
Blitzcrank,Fizz,LOSS
Blitzcrank,Lucian,LOSS
Irelia,Amumu,WIN
Irelia,Leblanc,WIN
Irelia,Jinx,WIN
Irelia,Blitzcrank,WIN
Amumu,Irelia,WIN
Amumu,Leblanc,WIN
Amumu,Jinx,WIN
Amumu,Blitzcrank,WIN
Leblanc,Irelia,WIN
Leblanc,Amumu,WIN
Leblanc,Jinx,WIN
Leblanc,Blitzcrank,WIN
Jinx,Irelia,WIN
Jinx,Amumu,WIN
Jinx,Leblanc,WIN
Jinx,Blitzcrank,WIN
Blitzcrank,Irelia,WIN
Blitzcrank,Amumu,WIN
Blitzcrank,Leblanc,WIN
Blitzcrank,Jinx,WIN
Olaf,Nocturne,LOSS
Olaf,Diana,LOSS
Olaf,Ashe,LOSS
Olaf,Thresh,LOSS
Nocturne,Olaf,LOSS
Nocturne,Diana,LOSS
Nocturne,Ashe,LOSS
Nocturne,Thresh,LOSS
Diana,Olaf,LOSS
Diana,Nocturne,LOSS
Diana,Ashe,LOSS
Diana,Thresh,LOSS
Ashe,Olaf,LOSS
Ashe,Nocturne,LOSS
Ashe,Diana,LOSS
Ashe,Thresh,LOSS
Thresh,Olaf,LOSS
Thresh,Nocturne,LOSS
Thresh,Diana,LOSS
Thresh,Ashe,LOSS
Nasus,JarvanIV,WIN
Nasus,Orianna,WIN
Nasus,Ezreal,WIN
Nasus,Thresh,WIN
JarvanIV,Nasus,WIN
JarvanIV,Orianna,WIN
JarvanIV,Ezreal,WIN
JarvanIV,Thresh,WIN
Orianna,Nasus,WIN
Orianna,JarvanIV,WIN
Orianna,Ezreal,WIN
Orianna,Thresh,WIN
Ezreal,Nasus,WIN
Ezreal,JarvanIV,WIN
Ezreal,Orianna,WIN
Ezreal,Thresh,WIN
Thresh,Nasus,WIN
Thresh,JarvanIV,WIN
Thresh,Orianna,WIN
Thresh,Ezreal,WIN
Tryndamere,Hecarim,LOSS
Tryndamere,Diana,LOSS
Tryndamere,Ashe,LOSS
Tryndamere,Morgana,LOSS
Hecarim,Tryndamere,LOSS
Hecarim,Diana,LOSS
Hecarim,Ashe,LOSS
Hecarim,Morgana,LOSS
Diana,Tryndamere,LOSS
Diana,Hecarim,LOSS
Diana,Ashe,LOSS
Diana,Morgana,LOSS
Ashe,Tryndamere,LOSS
Ashe,Hecarim,LOSS
Ashe,Diana,LOSS
Ashe,Morgana,LOSS
Morgana,Tryndamere,LOSS
Morgana,Hecarim,LOSS
Morgana,Diana,LOSS
Morgana,Ashe,LOSS
Khazix,Riven,WIN
Khazix,Cassiopeia,WIN
Khazix,Caitlyn,WIN
Khazix,Leona,WIN
Riven,Khazix,WIN
Riven,Cassiopeia,WIN
Riven,Caitlyn,WIN
Riven,Leona,WIN
Cassiopeia,Khazix,WIN
Cassiopeia,Riven,WIN
Cassiopeia,Caitlyn,WIN
Cassiopeia,Leona,WIN
Caitlyn,Khazix,WIN
Caitlyn,Riven,WIN
Caitlyn,Cassiopeia,WIN
Caitlyn,Leona,WIN
Leona,Khazix,WIN
Leona,Riven,WIN
Leona,Cassiopeia,WIN
Leona,Caitlyn,WIN
Tryndamere,XinZhao,LOSS
Tryndamere,Orianna,LOSS
Tryndamere,Graves,LOSS
Tryndamere,Morgana,LOSS
XinZhao,Tryndamere,LOSS
XinZhao,Orianna,LOSS
XinZhao,Graves,LOSS
XinZhao,Morgana,LOSS
Orianna,Tryndamere,LOSS
Orianna,XinZhao,LOSS
Orianna,Graves,LOSS
Orianna,Morgana,LOSS
Graves,Tryndamere,LOSS
Graves,XinZhao,LOSS
Graves,Orianna,LOSS
Graves,Morgana,LOSS
Morgana,Tryndamere,LOSS
Morgana,XinZhao,LOSS
Morgana,Orianna,LOSS
Morgana,Graves,LOSS
Irelia,Vi,WIN
Irelia,Annie,WIN
Irelia,Sivir,WIN
Irelia,Leona,WIN
Vi,Irelia,WIN
Vi,Annie,WIN
Vi,Sivir,WIN
Vi,Leona,WIN
Annie,Irelia,WIN
Annie,Vi,WIN
Annie,Sivir,WIN
Annie,Leona,WIN
Sivir,Irelia,WIN
Sivir,Vi,WIN
Sivir,Annie,WIN
Sivir,Leona,WIN
Leona,Irelia,WIN
Leona,Vi,WIN
Leona,Annie,WIN
Leona,Sivir,WIN
Fiora,LeeSin,LOSS
Fiora,Leblanc,LOSS
Fiora,Caitlyn,LOSS
Fiora,Nami,LOSS
LeeSin,Fiora,LOSS
LeeSin,Leblanc,LOSS
LeeSin,Caitlyn,LOSS
LeeSin,Nami,LOSS
Leblanc,Fiora,LOSS
Leblanc,LeeSin,LOSS
Leblanc,Caitlyn,LOSS
Leblanc,Nami,LOSS
Caitlyn,Fiora,LOSS
Caitlyn,LeeSin,LOSS
Caitlyn,Leblanc,LOSS
Caitlyn,Nami,LOSS
Nami,Fiora,LOSS
Nami,LeeSin,LOSS
Nami,Leblanc,LOSS
Nami,Caitlyn,LOSS
Irelia,LeeSin,WIN
Irelia,Ekko,WIN
Irelia,Ashe,WIN
Irelia,Janna,WIN
LeeSin,Irelia,WIN
LeeSin,Ekko,WIN
LeeSin,Ashe,WIN
LeeSin,Janna,WIN
Ekko,Irelia,WIN
Ekko,LeeSin,WIN
Ekko,Ashe,WIN
Ekko,Janna,WIN
Ashe,Irelia,WIN
Ashe,LeeSin,WIN
Ashe,Ekko,WIN
Ashe,Janna,WIN
Janna,Irelia,WIN
Janna,LeeSin,WIN
Janna,Ekko,WIN
Janna,Ashe,WIN
Rumble,RekSai,LOSS
Rumble,Yasuo,LOSS
Rumble,Vayne,LOSS
Rumble,Morgana,LOSS
RekSai,Rumble,LOSS
RekSai,Yasuo,LOSS
RekSai,Vayne,LOSS
RekSai,Morgana,LOSS
Yasuo,Rumble,LOSS
Yasuo,RekSai,LOSS
Yasuo,Vayne,LOSS
Yasuo,Morgana,LOSS
Vayne,Rumble,LOSS
Vayne,RekSai,LOSS
Vayne,Yasuo,LOSS
Vayne,Morgana,LOSS
Morgana,Rumble,LOSS
Morgana,RekSai,LOSS
Morgana,Yasuo,LOSS
Morgana,Vayne,LOSS
Heimerdinger,MonkeyKing,WIN
Heimerdinger,Irelia,WIN
Heimerdinger,Graves,WIN
Heimerdinger,Braum,WIN
MonkeyKing,Heimerdinger,WIN
MonkeyKing,Irelia,WIN
MonkeyKing,Graves,WIN
MonkeyKing,Braum,WIN
Irelia,Heimerdinger,WIN
Irelia,MonkeyKing,WIN
Irelia,Graves,WIN
Irelia,Braum,WIN
Graves,Heimerdinger,WIN
Graves,MonkeyKing,WIN
Graves,Irelia,WIN
Graves,Braum,WIN
Braum,Heimerdinger,WIN
Braum,MonkeyKing,WIN
Braum,Irelia,WIN
Braum,Graves,WIN
Poppy,LeeSin,LOSS
Poppy,Yasuo,LOSS
Poppy,Ezreal,LOSS
Poppy,Sona,LOSS
LeeSin,Poppy,LOSS
LeeSin,Yasuo,LOSS
LeeSin,Ezreal,LOSS
LeeSin,Sona,LOSS
Yasuo,Poppy,LOSS
Yasuo,LeeSin,LOSS
Yasuo,Ezreal,LOSS
Yasuo,Sona,LOSS
Ezreal,Poppy,LOSS
Ezreal,LeeSin,LOSS
Ezreal,Yasuo,LOSS
Ezreal,Sona,LOSS
Sona,Poppy,LOSS
Sona,LeeSin,LOSS
Sona,Yasuo,LOSS
Sona,Ezreal,LOSS
Heimerdinger,Evelynn,WIN
Heimerdinger,Irelia,WIN
Heimerdinger,Vayne,WIN
Heimerdinger,Thresh,WIN
Evelynn,Heimerdinger,WIN
Evelynn,Irelia,WIN
Evelynn,Vayne,WIN
Evelynn,Thresh,WIN
Irelia,Heimerdinger,WIN
Irelia,Evelynn,WIN
Irelia,Vayne,WIN
Irelia,Thresh,WIN
Vayne,Heimerdinger,WIN
Vayne,Evelynn,WIN
Vayne,Irelia,WIN
Vayne,Thresh,WIN
Thresh,Heimerdinger,WIN
Thresh,Evelynn,WIN
Thresh,Irelia,WIN
Thresh,Vayne,WIN
Chogath,RekSai,LOSS
Chogath,Fizz,LOSS
Chogath,Caitlyn,LOSS
Chogath,Nami,LOSS
RekSai,Chogath,LOSS
RekSai,Fizz,LOSS
RekSai,Caitlyn,LOSS
RekSai,Nami,LOSS
Fizz,Chogath,LOSS
Fizz,RekSai,LOSS
Fizz,Caitlyn,LOSS
Fizz,Nami,LOSS
Caitlyn,Chogath,LOSS
Caitlyn,RekSai,LOSS
Caitlyn,Fizz,LOSS
Caitlyn,Nami,LOSS
Nami,Chogath,LOSS
Nami,RekSai,LOSS
Nami,Fizz,LOSS
Nami,Caitlyn,LOSS
Irelia,Amumu,WIN
Irelia,Annie,WIN
Irelia,MissFortune,WIN
Irelia,Ekko,WIN
Amumu,Irelia,WIN
Amumu,Annie,WIN
Amumu,MissFortune,WIN
Amumu,Ekko,WIN
Annie,Irelia,WIN
Annie,Amumu,WIN
Annie,MissFortune,WIN
Annie,Ekko,WIN
MissFortune,Irelia,WIN
MissFortune,Amumu,WIN
MissFortune,Annie,WIN
MissFortune,Ekko,WIN
Ekko,Irelia,WIN
Ekko,Amumu,WIN
Ekko,Annie,WIN
Ekko,MissFortune,WIN
Maokai,Rengar,LOSS
Maokai,Xerath,LOSS
Maokai,Twitch,LOSS
Maokai,Nami,LOSS
Rengar,Maokai,LOSS
Rengar,Xerath,LOSS
Rengar,Twitch,LOSS
Rengar,Nami,LOSS
Xerath,Maokai,LOSS
Xerath,Rengar,LOSS
Xerath,Twitch,LOSS
Xerath,Nami,LOSS
